symbol,minute_str,minute_int,updated_at_ms,spot_price,strike,straddle_price,open,high,low,close,ce_close,pe_close,ce_volume,pe_volume,volume,source,version,fo_segment,expiry_rank,spot_pubsub_token,atm_strike,selected_from_atm,ce_instrument_key,pe_instrument_key,ce_exchange_token,pe_exchange_token,ce_pubsub_token,pe_pubsub_token,ce_carry_forward,pe_carry_forward,carry_forward,ce_open,ce_high,ce_low,pe_open,pe_high,pe_low
NIFTY,09:47:00,94700,1774587015362,23038.35,23050.0,506.45,507.45000000000005,514.3,500.75,506.45,250.85,255.6,8320.0,8190.0,16510.0,startup_backfill,302,NSE_FO,1,NSE_INDEX:Nifty_50,23050.0,False,NSE_FO|54498,NSE_FO|54499,54498,54499,NSE_FO:54498,NSE_FO:54499,False,False,False,249.1,251.7,245.65,258.35,262.6,255.1
NIFTY,09:48:00,94800,1774587015363,23044.4,23050.0,506.35,506.05,514.7,498.1,506.35,253.25,253.1,8645.0,8645.0,17290.0,startup_backfill,303,NSE_FO,1,NSE_INDEX:Nifty_50,23050.0,False,NSE_FO|54498,NSE_FO|54499,54498,54499,NSE_FO:54498,NSE_FO:54499,False,False,False,251.0,255.7,248.1,255.05,259.0,250.0
NIFTY,09:49:00,94900,1774587015364,23039.25,23050.0,506.6,506.7,513.15,499.54999999999995,506.6,251.1,255.5,9750.0,8840.0,18590.0,startup_backfill,304,NSE_FO,1,NSE_INDEX:Nifty_50,23050.0,False,NSE_FO|54498,NSE_FO|54499,54498,54499,NSE_FO:54498,NSE_FO:54499,False,False,False,252.35,254.85,248.45,254.35,258.3,251.1
NIFTY,09:50:00,95000,1774587015365,23038.75,23050.0,506.25,506.1,510.3,502.20000000000005,506.25,249.15,257.1,7670.0,8320.0,15990.0,startup_backfill,305,NSE_FO,1,NSE_INDEX:Nifty_50,23050.0,False,NSE_FO|54498,NSE_FO|54499,54498,54499,NSE_FO:54498,NSE_FO:54499,False,False,False,249.75,250.3,246.3,256.35,260.0,255.9
NIFTY,09:51:00,95100,1774587015365,23033.75,23050.0,505.6,506.05,511.0,498.7,505.6,249.3,256.3,7735.0,8125.0,15860.0,startup_backfill,306,NSE_FO,1,NSE_INDEX:Nifty_50,23050.0,False,NSE_FO|54498,NSE_FO|54499,54498,54499,NSE_FO:54498,NSE_FO:54499,False,False,False,249.0,250.45,244.35,257.05,260.55,254.35
NIFTY,09:52:00,95200,1774587015366,23028.2,23050.0,504.85,504.95,512.8,495.45,504.85,245.6,259.25,7280.0,7475.0,14755.0,startup_backfill,307,NSE_FO,1,NSE_INDEX:Nifty_50,23050.0,False,NSE_FO|54498,NSE_FO|54499,54498,54499,NSE_FO:54498,NSE_FO:54499,False,False,False,248.8,251.1,242.75,256.15,261.7,252.7
NIFTY,09:53:00,95300,1774587015367,23023.75,23000.0,512.75,511.79999999999995,519.85,504.20000000000005,512.75,273.0,239.75,8255.0,7215.0,15470.0,startup_backfill,308,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,275.15,276.5,268.55,236.65,243.35,235.65
NIFTY,09:54:00,95400,1774587015367,23015.35,23000.0,511.7,512.25,519.45,504.29999999999995,511.7,265.7,246.0,8710.0,7865.0,16575.0,startup_backfill,309,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,273.05,273.05,265.2,239.2,246.4,239.1
NIFTY,09:55:00,95500,1774587015368,23007.45,23000.0,511.05,511.35,516.15,506.9,511.05,263.05,248.0,7085.0,7540.0,14625.0,startup_backfill,310,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,265.05,267.3,262.3,246.3,248.85,244.6
NIFTY,09:56:00,95600,1774587015369,22998.75,23000.0,505.55,511.0,516.7,499.4,505.55,253.8,251.75,8645.0,7865.0,16510.0,startup_backfill,311,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,262.3,264.4,253.0,248.7,252.3,246.4
NIFTY,09:57:00,95700,1774587015370,22990.55,23000.0,507.15,505.45000000000005,511.45000000000005,502.0,507.15,250.35,256.8,8125.0,9230.0,17355.0,startup_backfill,312,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,253.05,254.65,250.35,252.4,256.8,251.65
NIFTY,09:58:00,95800,1774587015370,22980.5,23000.0,507.70000000000005,507.25,512.8,500.7,507.70000000000005,248.15,259.55,7735.0,9685.0,17420.0,startup_backfill,313,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,250.1,250.8,245.0,257.15,262.0,255.7
NIFTY,09:59:00,95900,1774587015371,22992.25,23000.0,504.75,507.79999999999995,513.9000000000001,497.85,504.75,249.15,255.6,7605.0,7215.0,14820.0,startup_backfill,314,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,247.6,253.55,247.1,260.2,260.35,250.75
NIFTY,10:00:00,100000,1774587015372,23001.35,23000.0,503.7,504.3,513.05,493.7,503.7,253.85,249.85,7605.0,8125.0,15730.0,startup_backfill,315,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,248.55,254.5,246.2,255.75,258.55,247.5
NIFTY,10:01:00,100100,1774587015373,23004.1,23000.0,503.6,502.9,511.5,496.25,503.6,255.75,247.85,8905.0,7995.0,16900.0,startup_backfill,316,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,253.75,255.8,249.0,249.15,255.7,247.25
NIFTY,10:02:00,100200,1774587015374,23010.85,23000.0,499.75,503.70000000000005,508.2,495.6,499.75,258.4,241.35,7410.0,8190.0,15600.0,startup_backfill,317,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,255.55,259.75,254.25,248.15,248.45,241.35
NIFTY,10:03:00,100300,1774587015375,23020.35,23000.0,501.54999999999995,501.2,513.25,486.75,501.54999999999995,265.2,236.35,7345.0,7475.0,14820.0,startup_backfill,318,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,258.25,270.15,258.15,242.95,243.1,228.6
NIFTY,10:04:00,100400,1774587015376,23024.85,23000.0,497.4,501.45,505.45000000000005,490.8,497.4,263.0,234.4,7280.0,8060.0,15340.0,startup_backfill,319,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,264.45,266.55,260.0,237.0,238.9,230.8
NIFTY,10:05:00,100500,1774587015377,23011.7,23000.0,499.5,497.9,504.9,492.5,499.5,259.5,240.0,7215.0,7540.0,14755.0,startup_backfill,320,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,262.8,263.45,258.3,235.1,241.45,234.2
NIFTY,10:06:00,100600,1774587015378,23004.4,23000.0,500.70000000000005,499.20000000000005,506.20000000000005,493.45,500.70000000000005,257.3,243.4,7930.0,8125.0,16055.0,startup_backfill,321,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,258.6,261.35,256.0,240.6,244.85,237.45
NIFTY,10:07:00,100700,1774587015378,23009.0,23000.0,502.09999999999997,501.29999999999995,507.75,494.25,502.09999999999997,260.65,241.45,9750.0,8190.0,17940.0,startup_backfill,322,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,256.95,261.25,253.8,244.35,246.5,240.45
NIFTY,10:08:00,100800,1774587015380,23001.85,23000.0,502.05,501.35,506.34999999999997,496.25,502.05,257.1,244.95,9490.0,8970.0,18460.0,startup_backfill,323,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,259.6,261.4,256.7,241.75,244.95,239.55
NIFTY,10:09:00,100900,1774587015380,23015.6,23000.0,497.70000000000005,501.15,509.54999999999995,488.95,497.70000000000005,261.1,236.6,8190.0,10075.0,18265.0,startup_backfill,324,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,256.95,265.2,256.95,244.2,244.35,232.0
NIFTY,10:10:00,101000,1774587015381,23004.25,23000.0,498.35,498.25,506.8,490.5,498.35,254.6,243.75,9035.0,7475.0,16510.0,startup_backfill,325,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,262.3,262.3,254.55,235.95,244.5,235.95
NIFTY,10:11:00,101100,1774587015382,22994.55,23000.0,499.5,499.2,507.45,491.2,499.5,250.05,249.45,8775.0,9035.0,17810.0,startup_backfill,326,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,255.0,258.0,250.0,244.2,249.45,241.2
NIFTY,10:12:00,101200,1774587015383,22993.65,23000.0,500.29999999999995,499.1,504.70000000000005,494.7,500.29999999999995,251.7,248.6,8385.0,9230.0,17615.0,startup_backfill,327,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,249.1,254.05,248.95,250.0,250.65,245.75
NIFTY,10:13:00,101300,1774587015384,22983.3,23000.0,498.55,501.05,507.85,491.0,498.55,244.5,254.05,8060.0,8580.0,16640.0,startup_backfill,328,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,252.3,252.35,242.7,248.75,255.5,248.3
NIFTY,10:14:00,101400,1774587015385,22980.5,23000.0,496.70000000000005,498.15,503.1,492.79999999999995,496.70000000000005,242.65,254.05,7475.0,8840.0,16315.0,startup_backfill,329,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,245.0,245.55,240.2,253.15,257.55,252.6
NIFTY,10:15:00,101500,1774587015386,22981.2,23000.0,497.1,495.9,501.95,489.7,497.1,242.4,254.7,8385.0,9035.0,17420.0,startup_backfill,330,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,241.7,245.5,239.7,254.2,256.45,250.0
NIFTY,10:16:00,101600,1774587015387,22982.65,23000.0,495.54999999999995,497.1,502.0,490.5,495.54999999999995,244.35,251.2,8190.0,8450.0,16640.0,startup_backfill,331,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,243.25,246.25,241.75,253.85,255.75,248.75
NIFTY,10:17:00,101700,1774587015388,22980.35,23000.0,496.1,495.7,501.6,490.0,496.1,242.0,254.1,7930.0,8320.0,16250.0,startup_backfill,332,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,243.5,245.85,240.1,252.2,255.75,249.9
NIFTY,10:18:00,101800,1774587015389,22974.7,22950.0,497.6,500.7,503.05,494.05,497.6,264.75,232.85,7800.0,6955.0,14755.0,startup_backfill,333,NSE_FO,1,NSE_INDEX:Nifty_50,22950.0,False,NSE_FO|54496,NSE_FO|54497,54496,54497,NSE_FO:54496,NSE_FO:54497,False,False,False,268.2,269.75,264.5,232.5,233.3,229.55
NIFTY,10:19:00,101900,1774587015390,22973.35,22950.0,495.6,497.2,502.7,490.95000000000005,495.6,261.6,234.0,6890.0,7020.0,13910.0,startup_backfill,334,NSE_FO,1,NSE_INDEX:Nifty_50,22950.0,False,NSE_FO|54496,NSE_FO|54497,54496,54497,NSE_FO:54496,NSE_FO:54497,False,False,False,264.0,268.0,261.6,233.2,234.7,229.35
NIFTY,10:20:00,102000,1774587015390,22970.25,22950.0,494.79999999999995,496.29999999999995,497.45,493.65,494.79999999999995,260.95,233.85,1625.0,2080.0,3705.0,startup_backfill,335,NSE_FO,1,NSE_INDEX:Nifty_50,22950.0,False,NSE_FO|54496,NSE_FO|54497,54496,54497,NSE_FO:54496,NSE_FO:54497,False,False,False,262.45,262.45,260.55,233.85,235.0,233.1
NIFTY,10:21:00,102100,1774587061233,22981.35,23000.0,487.79999999999995,487.55,488.2,487.15,487.79999999999995,238.2,249.6,195.0,130.0,325.0,redis_hash,336,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,237.55,238.2,237.55,250.0,250.0,249.6
NIFTY,10:22:00,102200,1774587121285,22980.1,23000.0,489.75,489.55,489.85,489.45000000000005,489.75,241.8,247.95,130.0,260.0,390.0,redis_hash,337,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,241.9,241.9,241.8,247.65,247.95,247.65
NIFTY,10:23:00,102300,1774587183239,22990.5,23000.0,488.20000000000005,487.75,488.85,486.85,488.20000000000005,245.9,242.3,715.0,455.0,1170.0,redis_hash,338,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,244.8,245.9,244.8,242.95,242.95,242.05
NIFTY,10:24:00,102400,1774587241227,22998.3,23000.0,488.15,488.2,488.7,487.65,488.15,248.5,239.65,130.0,130.0,260.0,redis_hash,339,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,248.0,248.5,248.0,240.2,240.2,239.65
NIFTY,10:25:00,102500,1774587302351,23005.45,23000.0,489.75,488.95,490.9,487.1,489.75,251.35,238.4,260.0,260.0,520.0,redis_hash,340,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,252.5,252.5,250.65,236.45,238.4,236.45
NIFTY,10:26:00,102600,1774587363089,23013.45,23000.0,490.9,490.7,491.25,490.1,490.9,256.3,234.6,390.0,390.0,780.0,redis_hash,341,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,256.65,256.65,256.05,234.05,234.6,234.05
NIFTY,10:27:00,102700,1774587420701,22997.1,23000.0,490.65,490.65,490.65,490.65,490.65,249.3,241.35,65.0,65.0,130.0,redis_hash,342,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,249.3,249.3,249.3,241.35,241.35,241.35
NIFTY,10:28:00,102800,1774587482128,22998.65,23000.0,492.29999999999995,493.25,493.45,491.7,492.29999999999995,251.7,240.6,390.0,325.0,715.0,redis_hash,343,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,252.55,252.75,251.7,240.7,240.7,240.0
NIFTY,10:29:00,102900,1774587541462,23001.3,23000.0,490.3,490.05,490.75,489.6,490.3,252.05,238.25,260.0,195.0,455.0,redis_hash,344,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,252.5,252.5,252.05,237.55,238.25,237.55
NIFTY,10:30:00,103000,1774587603278,23007.1,23000.0,490.05,489.8,490.2,489.1,490.05,252.0,238.05,455.0,390.0,845.0,redis_hash,345,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,251.8,252.0,251.65,238.0,238.2,237.45
NIFTY,10:31:00,103100,1774587661342,23017.9,23000.0,489.9,489.9,489.9,489.9,489.9,259.65,230.25,65.0,65.0,130.0,redis_hash,346,NSE_FO,1,NSE_INDEX:Nifty_50,23000.0,False,NSE_FO|62922,NSE_FO|62923,62922,62923,NSE_FO:62922,NSE_FO:62923,False,False,False,259.65,259.65,259.65,230.25,230.25,230.25
